paper_id,title,authors,venue,year,url,abstract,filter_score,filter_relevant,filter_keywords,has_coding_task,extraction_confidence,extraction_reason,task_summary,participant_skill_level,programming_language,programming_domain,programming_sub_domain,task_type,code_size_scope,evaluation_metrics,tools_environment,research_focus,is_programming_related,is_ai_related,quality_confidence,quality_completeness,quality_consistency,quality_overall,processing_time,error_message
DR2RPIZU,Understanding Digital-Safety Experiences of Youth in the U.S.,"Freed, Diana; Bazarova, Natalie N.; Consolvo, Sunny; Han, Eunice J; Kelley, Patrick Gage; Thomas, Kurt; Cosley, Dan",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581128,"The seamless integration of technology into the lives of youth has raised concerns about their digital safety. While prior work has explored youth experiences with physical, sexual, and emotional threats—such as bullying and trafficking—a comprehensive and in-depth understanding of the myriad threats that youth experience is needed. By synthesizing the perspectives of 36 youth and 65 adult participants from the U.S., we provide an overview of today’s complex digital-safety landscape. We describe attacks youth experienced, how these moved across platforms and into the physical world, and the resulting harms. We also describe protective practices the youth and the adults who support them took to prevent, mitigate, and recover from attacks, and key barriers to doing this effectively. Our findings provide a broad perspective to help improve digital safety for youth and set directions for future work.",0.3333333333333333,True,,False,0.95,"The study focuses on digital safety experiences and protective practices, with no mention of programming or coding tasks performed by participants.",,,,,,,,,,,,,,,,,1.708104133605957,
RB3IVRUF,From Plane Crashes to Algorithmic Harm: Applicability of Safety Engineering Frameworks for Responsible ML,"Rismani, Shalaleh; Shelby, Renee; Smart, Andrew; Jatho, Edgar; Kroll, Joshua; Moon, AJung; Rostamzadeh, Negar",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581407,"Inappropriate design and deployment of machine learning (ML) systems lead to negative downstream social and ethical impacts – described here as social and ethical risks – for users, society, and the environment. Despite the growing need to regulate ML systems, current processes for assessing and mitigating risks are disjointed and inconsistent. We interviewed 30 industry practitioners on their current social and ethical risk management practices and collected their first reactions on adapting safety engineering frameworks into their practice – namely, System Theoretic Process Analysis (STPA) and Failure Mode and Effects Analysis (FMEA). Our findings suggest STPA/FMEA can provide an appropriate structure for social and ethical risk assessment and mitigation processes. However, we also find nontrivial challenges in integrating such frameworks in the fast-paced culture of the ML industry. We call on the CHI community to strengthen existing frameworks and assess their efficacy, ensuring that ML systems are safer for all people.",0.4666666666666666,True,"algorithm, framework, interview, design, user, system, learning",False,0.9,"The study involved interviews about risk management practices in ML, with no hands-on coding or programming tasks performed by participants.",,,,,,,,,,,,,,,,,2.1221821308135986,
H2LSTTEI,E-Orthosis: Augmenting Off-the-Shelf Orthoses with Electronics,"Yang, Yue; Ren, Lei; Chen, Chuang; Wang, Xinyue; Fan, Yitao; Shao, Yilin; Zhu, Kuangqi; Li, Jiaji; Wang, Qi; Sun, Lingyun; Tao, Ye; Wang, Guanyun",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581471,"Orthoses with electronic functions have emerged as a promising medical product in response to the increasing demand for rehabilitation training, therapy assistance, and health monitoring. However, fabricating this “smart orthosis” often requires long development cycles and exorbitant prices. We introduce E-Orthosis, an integrated fabrication approach with construction toolkits for healthcare professionals to quickly embed electronics in off-the-shelf orthoses with customized functions cost-effectively and time-efficiently. Specifically, we develop components with magnets and pogo pins to support rapid attachment and sustainable use, and textile-based electrodes with snap installation to improve the wearing experience. We also provide a circuit iron tool to apply circuit traces on complex surfaces of orthoses directly and a hot punch tool to embed magnet ports and electrodes. Three application examples, technical evaluations, and expert reviews demonstrate the functionality of E-Orthosis and the potential for democratizing rapid-developed and low-cost smart orthoses for patients.",0.0,False,"application, review, healthcare, medical, tool, approach, evaluation",,,,,,,,,,,,,,,,,,,,0.0005350112915039062,
FWIIEG9K,Engaging Passers-by with Rhythm: Applying Feedforward Learning to a Xylophonic Media Architecture Facade,"Nguyen, Binh Vinh Duc; Han, Jihae; Houben, Maarten; Bayoumi, Yssmin; Vande Moere, Andrew",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580761,"Media architecture exploits interactive technology to encourage passers-by to engage with an architectural environment. Whereas most media architecture installations focus on visual stimulation, we developed a permanent media facade that rhythmically knocks xylophone blocks embedded beneath 11 window sills, according to the human actions constantly traced via an overhead camera. In an attempt to overcome its apparent limitations in engaging passers-by more enduringly and purposefully, our study investigates the impact of feedforward learning, a constructive interaction method that instructs passers-by about the results of their actions. Based on a comparative (n=25) and a one-month in-the-wild (n=1877) study, we propose how feedforward learning could empower passers-by to understand the interaction of more abstract types of media architecture, and how particular quantitative indicators capturing this learning could predict how enduringly and purposefully a passer-might engage. We believe these contributions could inspire more creative integrations of non-visual modalities in future public interactive interventions.",0.3333333333333333,True,"method, interaction, learning",False,0.95,The study focuses on interactive media architecture and user engagement without involving any coding or programming tasks performed by participants.,,,,,,,,,,,,,,,,,1.7314000129699707,
ZGSF2NGR,Troubling Collaboration: Matters of Care for Visualization Design Study,"Akbaba, Derya; Lange, Devin; Correll, Michael; Lex, Alexander; Meyer, Miriah",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581168,"A common research process in visualization is for visualization researchers to collaborate with domain experts to solve particular applied data problems. While there is existing guidance and expertise around how to structure collaborations to strengthen research contributions, there is comparatively little guidance on how to navigate the implications of, and power produced through the socio-technical entanglements of collaborations. In this paper, we qualitatively analyze reflective interviews of past participants of collaborations from multiple perspectives: visualization graduate students, visualization professors, and domain collaborators. We juxtapose the perspectives of these individuals, revealing tensions about the tools that are built and the relationships that are formed — a complex web of competing motivations. Through the lens of matters of care, we interpret this web, concluding with considerations that both trouble and necessitate reformation of current patterns around collaborative work in visualization design studies to promote more equitable, useful, and care-ful outcomes.",0.0,False,"qualitative, interview, design, tool",,,,,,,,,,,,,,,,,,,,0.00013589859008789062,
4VIKJM38,Model Sketching: Centering Concepts in Early-Stage Machine Learning Model Design,"Lam, Michelle S.; Ma, Zixian; Li, Anne; Freitas, Izequiel; Wang, Dakuo; Landay, James A.; Bernstein, Michael S.",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581290,"Machine learning practitioners often end up tunneling on low-level technical details like model architectures and performance metrics. Could early model development instead focus on high-level questions of which factors a model ought to pay attention to? Inspired by the practice of sketching in design, which distills ideas to their minimal representation, we introduce model sketching: a technical framework for iteratively and rapidly authoring functional approximations of a machine learning model’s decision-making logic. Model sketching refocuses practitioner attention on composing high-level, human-understandable concepts that the model is expected to reason over (e.g., profanity, racism, or sarcasm in a content moderation task) using zero-shot concept instantiation. In an evaluation with 17 ML practitioners, model sketching reframed thinking from implementation to higher-level exploration, prompted iteration on a broader range of model designs, and helped identify gaps in the problem formulation—all in a fraction of the time ordinarily required to build a model.",0.6666666666666666,True,"implementation, framework, design, model, evaluation, learning",True,0.7,"Author functional approximations of a machine learning model’s decision-making logic focusing on high-level concepts (e.g., profanity, racism, sarcasm) using model sketching.","Participants authored functional approximations of a machine learning model’s decision-making logic, focusing on high-level concepts such as profanity, racism, and sarcasm using model sketching.",Mixed,,Artificial Intelligence/ML,Machine Learning,Feature Development,,"Assessment of reframing thinking, iteration on model designs, and identification of gaps in problem formulation",,,True,True,0.7,0.6,1.0,0.73,5.917675018310547,
T8G6NPFB,Good Day Manager! Exploring Social Relationships in NFT-based Play-to-Earn Games,"Parayno, Richard Lance; Deja, Janna Aika; Sta. Maria, Tyrone Justin; Samson, Briane Paul V.; Deja, Jordan Aiko",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580713,"Play-to-Earn (P2E) crypto-games recently emerged as a gig opportunity despite the absence of regulations. As these platforms continue to grow, there is a need to understand the interactions involved to protect vulnerable stakeholders. This paper describes how an unintended social dynamic became a strategy guiding players to navigate an unregulated space. First, we inquired through surveys (N = 69) and interviews (N = 9) to understand stakeholder motivations and practices in this space. Second, we analyzed data and then conceptualized eight themes (e.g., Management, Social, Gaming). Then, we uncovered four types of relationships (e.g., Manager-Scholar, Manager-Investor-Scholar, Coach-Mentee, Scholar-Turned-Manager) that shaped the behaviours of the different users on the platform. Lastly, we present design implications and recommendations to guide the design of P2E crypto games and the gig-focused communities that thrive around them. Our results contribute to ongoing discussions in designing digital gig economies and crypto-based games.",0.0,False,"survey, interview, design, user, interaction",,,,,,,,,,,,,,,,,,,,0.00011587142944335938,
JXY9WWCD,?We need to do more... I need to do more?: Augmenting Digital Media Consumption via Critical Reflection to Increase Compassion and Promote Prosocial Attitudes and Behaviors,"Lee, Ken Jen; Davila, Adrian; Cheng, Hanlin; Goh, Joslin; Nilsen, Elizabeth; Law, Edith",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581355,"Much HCI research on prompting prosocial behaviors focuses on methods for increasing empathy. However, increased empathy may have unintended negative consequences. Our work offers an alternative solution that encourages critical reflection for nurturing compassion, which involves motivation and action to help others. In a between-subject experiment, participants (N=60) viewed a climate change documentary while receiving no prompts (CON), reflective prompts to focus on their emotions (RE) or surprises (RS). State compassion, critical reflection, and motivation to act or learn were measured at the end of the session (post-video) and two weeks later (follow-up). Despite participants’ condition not affecting compassion, critical reflection was positively correlated with post-video state compassion. RE and RS participants demonstrated deeper reflection and reported higher motivation to learn post-video, and more prosocial behavioral changes during follow-up. RS participants reported better follow-up recall than RE participants. We conclude by discussing implications on designing technology to support compassion and longer-term critical reflection.",0.4666666666666666,True,"experiment, design, method",False,0.95,"The study focuses on digital media consumption and critical reflection, with no programming or coding tasks involved.",,,,,,,,,,,,,,,,,1.590252161026001,
EFCUR9XN,The Perceived Utility of Smartphone and Wearable Sensor Data in Digital Self-tracking Technologies for Mental Health,"Kruzan, Kaylee Payne; Ng, Ada; Stiles-Shields, Colleen; Lattie, Emily G; Mohr, David C.; Reddy, Madhu",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581209,"Mental health symptoms are commonly discovered in primary care. Yet, these settings are not set up to provide psychological treatment. Digital interventions can play a crucial role in stepped care management of patients’ symptoms where patients are offered a low intensity intervention, and treatment evolves to incorporate providers if needed. Though digital interventions often use smartphone and wearable sensor data, little is known about patients’ desires to use these data to manage mental health symptoms. In 10 interviews with patients with symptoms of depression and anxiety, we explored their: symptom self-management, current and desired use of sensor data, and comfort sharing such data with providers. Findings support the use digital interventions to manage mental health, yet they also highlight a misalignment in patient needs and current efforts to use sensors. We outline considerations for future research, including extending design thinking to wraparound services that may be necessary to truly reduce healthcare burden.",0.1333333333333333,False,"interview, healthcare, design",,,,,,,,,,,,,,,,,,,,0.00021386146545410156,
QNMIKM8Q,Modeling the Trade-off of Privacy Preservation and Activity Recognition on Low-Resolution Images,"Wang, Yuntao; Cheng, Zirui; Yi, Xin; Kong, Yan; Wang, Xueyang; Xu, Xuhai; Yan, Yukang; Yu, Chun; Patel, Shwetak; Shi, Yuanchun",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581425,"A computer vision system using low-resolution image sensors can provide intelligent services (e.g., activity recognition) but preserve unnecessary visual privacy information from the hardware level. However, preserving visual privacy and enabling accurate machine recognition have adversarial needs on image resolution. Modeling the trade-off of privacy preservation and machine recognition performance can guide future privacy-preserving computer vision systems using low-resolution image sensors. In this paper, using the at-home activity of daily livings (ADLs) as the scenario, we first obtained the most important visual privacy features through a user survey. Then we quantified and analyzed the effects of image resolution on human and machine recognition performance in activity recognition and privacy awareness tasks. We also investigated how modern image super-resolution techniques influence these effects. Based on the results, we proposed a method for modeling the trade-off of privacy preservation and activity recognition on low-resolution images.",0.0,False,"survey, privacy, user, system, model, method, technique",,,,,,,,,,,,,,,,,,,,9.918212890625e-05,
7U259JQV,FIDO2 the Rescue? Platform vs. Roaming Authentication on Smartphones,"Würsching, Leon; Putz, Florentin; Haesler, Steffen; Hollick, Matthias",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580993,"Modern smartphones support FIDO2 passwordless authentication using either external security keys or internal biometric authentication, but it is unclear whether users appreciate and accept these new forms of web authentication for their own accounts. We present the first lab study (N=87) comparing platform and roaming authentication on smartphones, determining the practical strengths and weaknesses of FIDO2 as perceived by users in a mobile scenario. Most participants were willing to adopt passwordless authentication during our in-person user study, but closer analysis shows that participants prioritize usability, security, and availability differently depending on the account type. We identify remaining adoption barriers that prevent FIDO2 from succeeding password authentication, such as missing support for contemporary usage patterns, including account delegation and usage on multiple clients.",0.4666666666666666,True,"user study, user",False,0.95,"The study focuses on user perceptions of authentication methods, with no coding or programming tasks performed by participants.",,,,,,,,,,,,,,,,,1.5687129497528076,
MZLGMT7U,Embodying the Algorithm,"Jones, Mirabelle; Neumayer, Christina; Shklovski, Irina",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580885,"Despite the proliferation of research on how people engage with and experience algorithmic systems, the materiality and physicality of these experiences is often overlooked. We tend to forget about bodies. The Embodying the Algorithm1 project worked with artists to explore the experience of translating algorithmically produced performance instructions through human bodies. As performers interpreted the rules of engagement produced by GPT-3, they struggled with the lack of consideration the rules showed for the limits of the human body. Performers made sense of their experience through personification, reflexivity, and interpretation, which gave rise to three modes of relating with the algorithm – agonistic, perfunctory, and agreeable. We demonstrate that collaboration with algorithmic systems is ultimately impossible as people can only relate to algorithmic systems (a one-way relation) due to the material limitations of algorithmic systems for reciprocity, understanding, and consideration for the human body.",0.4666666666666666,True,"algorithm, system",False,0.95,"The study focuses on the interaction between performers and algorithmically produced instructions, without involving any coding or programming tasks.",,,,,,,,,,,,,,,,,2.0326309204101562,
HBUBGAWP,BubbleTex: Designing Heterogenous Wettable Areas for Carbonation Bubble Patterns on Surfaces,"Sareen, Harpreet; Fu, Yibo; Boulahcen, Nour; Kakehi, Yasuaki",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581030,"Materials are a key part of our daily experiences. Recently, researchers have been devising new ways to utilize materials directly from our physical world for the design of objects and interactions. We present a new fabrication technique that enables control of CO2 bubble positions and their size within carbonated liquids. Instead of soap bubbles, boiling water, or droplets, we show creation of patterns, images and text through sessile bubbles that exhibit a lifetime of several days. Surfaces with mixed wettability regions are created on glass and plastic using ceramic coatings or plasma projection leading to patterns that are relatively invisible to the human eye. Different regions react to liquids differently. Nucleation is activated after carbonated liquid is poured onto the surface with bubbles nucleating in hydrophobic regions with a strong adherence to the surface and can be controlled in size ranging from 0.5mm – 6.5mm. Bubbles go from initially popping or becoming buoyant during CO2 supersaturation to stabilizing at their positions within minutes. Technical evaluation shows stabilization under various conditions. Our design software allows users to import images and convert them into parametric pixelation forms conducive to fabrication that will result in nucleation of bubbles at required positions. Various applications are presented to demonstrate aspects that may be harnessed for a wide range of use in daily life. Through this work, we enable the use of carbonation bubbles as a new design material for designers and researchers.",0.4666666666666666,True,"application, software, design, user, interaction, evaluation, technique",False,0.85,The paper discusses a fabrication technique and design software but does not involve participants performing coding or programming tasks.,,,,,,,,,,,,,,,,,1.6172211170196533,
CP8QCVNY,Understanding how technology can support social-emotional learning of children: a dyadic trauma-informed participatory design with proxies,"Ahmadpour, Naseem; Loke, Lian; Gray, Carl; Cao, Yidan; Macdonald, Chloe; Hart, Rebecca",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581032,"Trauma-informed design is an important yet challenging area due to required expertise for careful engagement with the vulnerable and traumatized person, particularly with children. While technologies have the potential to generate value for the person with experience of trauma, the risk of exposing them to additional trauma due to research and design has ethical implications. We explore this space by engaging with therapists and social workers as dyads of proxies for parents and children with a history of trauma. We conducted a study as a participatory workshop with proxies to understand how technology could support parents in coaching social-emotional learning during episodes of high intensity emotion and difficult behavior by the child. Our findings identified design qualities to embed in SEL technology, and three roles that parents can play in implementing SEL strategies at home. We contribute a set of seven methodological guidelines for dyadic trauma-informed participatory design with proxies.",0.3333333333333333,True,"design, method, learning",False,0.95,"The study focuses on participatory design for social-emotional learning technologies, with no coding or programming tasks performed by participants.",,,,,,,,,,,,,,,,,1.6116211414337158,
QYL8SWJX,Action Translate: Supporting Students in Translation Volunteering,"Angelucci, Margherita; Marshall, Harrison; Tebourbi, Meriem; Seguin, Joshua Paolo; Varghese, Delvin; Olivier, Patrick; Bartindale, Tom",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581129,"University students are well known for volunteering within non-governmental organisations (NGOs). A significant part of NGO practice is the production of documents that communicate their work to local communities and international stakeholders. However, organisations often struggle to resource translations of these documents, resulting in the exclusion of the very same communities that they want to reach. Although many students are multilingual and are willing to volunteer their time and language skills, there are few structured opportunities configured for such non-professional translation of content in the short-term mode that would fit into the student pattern of availability. We developed Action Translate to specifically support these motivated, non-professional translators within the volunteering constraints of university life. Action Translate leverages machine translation post-editing to support teams of volunteers working on NGO translation projects online. Through analysis of a real-world deployment, we discuss how digital systems can be developed to better support student volunteer translators, specifically in building collegiate interaction and identity as translators for a cause.",0.06666666666666665,False,"analysis of, system, interaction",,,,,,,,,,,,,,,,,,,,9.012222290039062e-05,
US4W8QUB,From Asymptomatics to Zombies: Visualization-Based Education of Disease Modeling for Children,"Mcneill, Graham; Sondag, Max; Powell, Stewart; Asplin, Phoebe; Turkay, Cagatay; Moller, Faron; Archambault, Daniel",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581573,"Throughout the COVID-19 pandemic, visualizations became commonplace in public communications to help people make sense of the world and the reasons behind government-imposed restrictions. Though the adult population were the main target of these messages, children were affected by restrictions through not being able to see friends and virtual schooling. However, through these daily models and visualizations, the pandemic response provided a way for children to understand what data scientists really do and provided new routes for engagement with STEM subjects. In this paper, we describe the development of an interactive and accessible visualization tool to be used in workshops for children to explain computational modeling of diseases, in particular COVID-19. We detail our design decisions based on approaches evidenced to be effective and engaging such as unplugged activities and interactivity. We share reflections and learnings from delivering these workshops to 140 children and assess their effectiveness.",0.3333333333333333,True,"design, tool, model, approach, learning",False,0.85,"The study focuses on visualizations and educational workshops for children, without involving any coding or programming tasks.",,,,,,,,,,,,,,,,,2.3574318885803223,
PS6YD75A,Understanding Moderators? Conflict and Conflict Management Strategies with Streamers in Live Streaming Communities,"Cai, Jie; Wohn, Donghee Yvette",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580982,"As each micro community centered around the streamer attempts to set its own guidelines in live streaming communities, it is common for volunteer moderators (mods) and the streamer to disagree on how to handle various situations. In this study, we conducted an online survey (N=240) with live streaming mods to explore their commitment to the streamer to grow the micro community and the different styles in which they handle conflicts with the streamer. We found that 1) mods apply more active and cooperative styles than passive and assertive styles to manage conflicts, but they might be forced to do so, and 2) mods with strong commitments to the streamer would like to apply styles showing either high concerns for the streamer or low concerns for themselves. We reflect on how these results can affect micro community development and recommend designs to mitigate conflict and strengthen commitment.",0.06666666666666665,False,"survey, design",,,,,,,,,,,,,,,,,,,,0.00020194053649902344,
2D2I7BAW,"Remote Persons Are Closer Than They Appear: Home, Team and a Lockdown","Augstein, Mirjam; Neumayr, Thomas; Schönböck, Johannes; Kovacs, Carrie",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580989,"Since 2020, worldwide COVID-19-related lockdowns have led to a rapid increase of remote collaboration, particularly in the domain of knowledge work. This has undoubtedly brought challenges (e.g., work-life boundary management, social isolation), but also opportunities. Practices that have proven successful (e.g., through increased task performance, efficiency or satisfaction) are worth retaining in future. In this qualitative empirical study, we analyzed four teams’ (14 participants in total) mandatory remote collaboration over a period of several days to several months during a nationally imposed lockdown. We report results derived from questionnaires, logbooks, group interviews, and meeting recordings. We identify possible factors influencing quality of task outcome as well as subjective aspects like satisfaction, motivation, and team atmosphere. As a basis for our conclusions, we provide a scheme for categorizing effects of remote collaboration based on an exhaustive literature review on pandemic-induced mandatory remote work and collaboration.",0.0,False,"review, literature, qualitative, interview",,,,,,,,,,,,,,,,,,,,0.0002410411834716797,
3V2X4Q7G,"Creator-friendly Algorithms: Behaviors, Challenges, and Design Opportunities in Algorithmic Platforms","Choi, Yoonseo; Kang, Eun Jeong; Lee, Min Kyung; Kim, Juho",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581386,"In many creator economy platforms, algorithms significantly impact creators’ practices and decisions about their creative expression and monetization. Emerging research suggests that the opacity of the algorithm and platform policies often distract creators from their creative endeavors. To study how algorithmic platforms can be more ‘creator-friendly,’ we conducted a mixed-methods study: interviews (N=14) and a participatory design workshop (N=12) with YouTube creators. Through the interviews, we found how creators’ folk theories of the curation algorithm impact their work strategies — whether they choose to work with or against the algorithm — and the associated challenges in the process. In the workshop, creators explored solution ideas to overcome the aforementioned challenges, such as fostering diverse and creative expressions, achieving success as a creator, and motivating creators to continue their job. Based on these findings, we discuss design opportunities for how algorithmic platforms can support and motivate creators to sustain their creative work.",0.3333333333333333,True,"algorithm, interview, design, method",False,0.85,"The study focuses on creators' experiences and challenges with algorithmic platforms, not on programming or coding tasks.",,,,,,,,,,,,,,,,,2.554194927215576,
FDFYZYBU,MR.Brick: Designing A Remote Mixed-reality Educational Game System for Promoting Children?s Social & Collaborative Skills,"Wu, Yudan; You, Shanhe; Guo, Zixuan; Li, Xiangyang; Zhou, Guyue; Gong, Jiangtao",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581041,"Children are one of the groups most influenced by COVID-19-related social distancing, and a lack of contact with peers can limit their opportunities to develop social and collaborative skills. However, remote socialization and collaboration as an alternative approach is still a great challenge for children. This paper presents MR.Brick, a Mixed Reality (MR) educational game system that helps children adapt to remote collaboration. A controlled experimental study involving 24 children aged six to ten was conducted to compare MR.Brick with the traditional video game by measuring their social and collaborative skills and analyzing their multi-modal playing behaviours. The results showed that MR.Brick was more conducive to children’s remote collaboration experience than the traditional video game. Given the lack of training systems designed for children to collaborate remotely, this study may inspire interaction design and educational research in related fields.",0.4666666666666666,True,"experiment, design, system, approach, interaction",False,0.9,"The study focuses on social and collaborative skills in a game context, with no mention of coding or programming tasks performed by participants.",,,,,,,,,,,,,,,,,2.619014263153076,
QL5VYNAC,Synthetic Lies: Understanding AI-Generated Misinformation and Evaluating Algorithmic and Human Solutions,"Zhou, Jiawei; Zhang, Yixuan; Luo, Qianni; Parker, Andrea G; De Choudhury, Munmun",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581318,"Large language models have abilities in creating high-volume human-like texts and can be used to generate persuasive misinformation. However, the risks remain under-explored. To address the gap, this work first examined characteristics of AI-generated misinformation (AI-misinfo) compared with human creations, and then evaluated the applicability of existing solutions. We compiled human-created COVID-19 misinformation and abstracted it into narrative prompts for a language model to output AI-misinfo. We found significant linguistic differences within human-AI pairs, and patterns of AI-misinfo in enhancing details, communicating uncertainties, drawing conclusions, and simulating personal tones. While existing models remained capable of classifying AI-misinfo, a significant performance drop compared to human-misinfo was observed. Results suggested that existing information assessment guidelines had questionable applicability, as AI-misinfo tended to meet criteria in evidence credibility, source transparency, and limitation acknowledgment. We discuss implications for practitioners, researchers, and journalists, as AI can create new challenges to the societal problem of misinformation.",0.4666666666666666,True,"algorithm, model",False,0.95,"The study focuses on examining and evaluating AI-generated misinformation, with no hands-on coding or programming tasks performed by participants.",,,,,,,,,,,,,,,,,2.6521379947662354,
42W9H76Z,Toward Inclusive Mindsets: Design Opportunities to Represent Neurodivergent Work Experiences to Neurotypical Co-Workers in Virtual Reality,"Lowy, Rachel; Gao, Lan; Hall, Kaely; Kim, Jennifer G",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581399,"Inclusive workplaces require mutual efforts between neurotypical (NT) and neurodivergent (ND) employees to understand one another’s viewpoints and experiences. Currently, the majority of inclusivity training places the burden of change on NDs to conform to NT social-behavioral standards. Our research examines moving toward a more equal effort distribution by exploring virtual reality (VR) design opportunities to build NTs’ understanding of ND workplace experiences. Using participatory design, including generative toolkits and design meetings, we surfaced two main themes that could bridge gaps in understanding: (1) NTs’ recognition of NDs’ strengths and efforts at work, and (2) NTs’ understanding of NDs’ differences. We present a strengths-based assessment of ND traits in the workplace, focusing on how workplaces can support NDs’ success. Finally, we propose VR simulation designs that communicate these themes to represent ND experiences, emphasizing their strengths and viewpoints so that NT co-workers can better empathize and accommodate them.",0.3333333333333333,True,"design, tool",False,0.95,"The study focuses on inclusivity training and VR design opportunities, with no mention of participants performing coding or programming tasks.",,,,,,,,,,,,,,,,,2.34246563911438,
EKGINP9D,Don?t Look at the Data! How Differential Privacy Reconfigures the Practices of Data Science,"Sarathy, Jayshree; Song, Sophia; Haque, Audrey; Schlatter, Tania; Vadhan, Salil",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580791,"Across academia, government, and industry, data stewards are facing increasing pressure to make datasets more openly accessible for researchers while also protecting the privacy of data subjects. Differential privacy (DP) is one promising way to offer privacy along with open access, but further inquiry is needed into the tensions between DP and data science. In this study, we conduct interviews with 19 data practitioners who are non-experts in DP as they use a DP data analysis prototype to release privacy-preserving statistics about sensitive data, in order to understand perceptions, challenges, and opportunities around using DP. We find that while DP is promising for providing wider access to sensitive datasets, it also introduces challenges into every stage of the data science workflow. We identify ethics and governance questions that arise when socializing data scientists around new privacy constraints and offer suggestions to better integrate DP and data science.",0.1333333333333333,False,"interview, privacy",,,,,,,,,,,,,,,,,,,,0.0001647472381591797,
9B257ZE2,Ice-Breaking Technology: Robots and Computers Can Foster Meaningful Connections between Strangers through In-Person Conversations,"Zhang, Alex Wuqi; Lin, Ting-Han; Zhao, Xuan; Sebo, Sarah",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581135,"Despite the clear benefits that social connection offers to well-being, strangers in close physical proximity regularly ignore each other due to their tendency to underestimate the positive consequences of social connection. In a between-subjects study (N = 49 pairs, 98 participants), we investigated the effectiveness of a humanoid robot, a computer screen, and a poster at stimulating meaningful, face-to-face conversations between two strangers by posing progressively deeper questions. We found that the humanoid robot facilitator was able to elicit the greatest compliance with the deep conversation questions. Additionally, participants in conversations facilitated by either the humanoid robot or the computer screen reported greater happiness and connection to their conversation partner than those in conversations facilitated by a poster. These results suggest that technology-enabled conversation facilitators can be useful in breaking the ice between strangers, ultimately helping them develop closer connections through face-to-face conversations and thereby enhance their overall well-being.",0.3333333333333333,True,,False,0.95,"The study focuses on social interactions facilitated by technology, with no coding or programming tasks performed by participants.",,,,,,,,,,,,,,,,,1.7704870700836182,
